1	0	10	1
2	0	20	1
3	0	30	1
4	0	40	1
5	0	50	1
6	0	60	1
7	0	70	1
8	0	80	1
9	0	90	1
10	0	100	1
11	0	110	1
12	0	120	1
13	0	130	1
14	0	140	1
15	0	150	1
16	0	160	1
17	0	170	1
18	0	180	1
19	0	190	1
20	0	200	1
21	0	210	1
22	0	220	1
23	0	230	1
24	0	240	1
25	0	250	1
26	0	260	1
27	0	270	1
28	0	280	1
29	0	290	1
29	0	291	1
30	0	300	1
30	0	301	1
31	0	310	1
31	0	311	1
32	0	320	1
33	0	330	1
34	0	340	1
34	0	341	1
35	0	350	1
36	0	360	1
37	0	370	1
38	0	380	1
39	0	390	1
40	0	400	1
41	0	410	1
42	0	420	1
43	0	430	1
44	0	440	1
45	0	450	1
46	0	460	1
47	0	470	1
48	0	480	1
49	0	490	1
50	0	500	1
51	0	510	1
52	0	520	1
53	0	530	1
54	0	540	1
55	0	550	1
56	0	560	1
57	0	570	1
58	0	580	1
59	0	590	1
60	0	600	1
61	0	610	1
62	0	620	1
63	0	630	1
64	0	640	1
65	0	650	1
66	0	660	1
67	0	670	1
68	0	680	1
69	0	690	1
70	0	700	1
71	0	710	1
72	0	720	1
73	0	730	1
74	0	740	1
75	0	750	1
76	0	760	1
77	0	770	1
78	0	780	1
79	0	790	1
80	0	800	1
81	0	810	1
82	0	820	1
83	0	830	1
84	0	840	1
85	0	850	1
86	0	860	1
87	0	870	1
88	0	880	1
89	0	890	1
90	0	900	1
91	0	910	1
91	0	911	1
91	0	912	1
92	0	920	1
92	0	921	1
92	0	922	1
93	0	930	1
93	0	931	1
93	0	932	1
94	0	940	1
94	0	941	1
94	0	942	1
95	0	950	1
95	0	951	1
95	0	952	1
96	0	960	1
96	0	961	1
96	0	962	1
97	0	970	1
98	0	980	1
99	0	990	1
100	0	1000	1
101	0	1010	1
102	0	1020	1
103	0	1030	1
104	0	1040	1
105	0	1050	1
106	0	1060	1
107	0	1070	1
108	0	1080	1
109	0	1090	1
110	0	1100	1
111	0	1110	1
111	0	1111	1
112	0	1120	1
113	0	1130	1
114	0	1140	1
115	0	1150	1
116	0	1160	1
117	0	1170	1
118	0	1180	1
119	0	1190	1
120	0	1200	1
121	0	1210	1
122	0	1220	1
123	0	1230	1
124	0	1240	1
125	0	1250	1
126	0	1260	1
127	0	1270	1
128	0	1280	1
129	0	1290	1
130	0	1300	1
131	0	1310	1
132	0	1320	1
133	0	1330	1
134	0	1340	1
135	0	1350	1
136	0	1360	1
137	0	1370	1
138	0	1380	1
138	0	1381	1
139	0	1390	1
139	0	1391	1
140	0	1400	1
141	0	1410	1
142	0	1420	1
143	0	1430	1
144	0	1440	1
145	0	1450	1
146	0	1460	1
146	0	1461	1
146	0	1462	1
147	0	1470	1
147	0	1471	1
147	0	1472	1
148	0	1480	1
148	0	1481	1
148	0	1482	1
149	0	1490	1
150	0	1500	1
151	0	1510	1
152	0	1520	1
153	0	1530	1
154	0	1540	1
155	0	1550	1
156	0	1560	1
157	0	1570	1
158	0	1580	1
159	0	1590	1
160	0	1600	1
161	0	1610	1
162	0	1620	1
163	0	1630	1
164	0	1640	1
165	0	1650	1
166	0	1660	1
167	0	1670	1
168	0	1680	1
169	0	1690	1
170	0	1700	1
171	0	1710	1
172	0	1720	1
173	0	1730	1
174	0	1740	1
175	0	1750	1
176	0	1760	1
177	0	1770	1
178	0	1780	1
179	0	1790	1
180	0	1800	1
181	0	1810	1
182	0	1820	1
182	0	1821	1
183	0	1830	1
183	0	1831	1
184	0	1840	1
184	0	1841	1
184	0	1842	1
184	0	1843	1
185	0	1850	1
185	0	1851	1
185	0	1852	1
186	0	1860	1
186	0	1861	1
220	0	2200	1
221	0	2210	1
222	0	2220	1
223	0	2230	1
224	0	2240	1
225	0	2250	1
226	0	2260	1
227	0	2270	1
228	0	2280	1
229	0	2290	1
230	0	2300	1
231	0	2310	1
232	0	2320	1
233	0	2330	1
234	0	2340	1
235	0	2350	1
236	0	2360	1
237	0	2370	1
238	0	2380	1
239	0	2390	1
240	0	2400	1
241	0	2410	1
242	0	2420	1
243	0	2430	1
244	0	2440	1
